ds100,name,lat,lon,elevation_m
BCO,Coschen,52.0204717,14.7188167,48
BZIL,Ziltendorf,52.198993,14.6165666,41
BMZD,Cottbus-Merzdorf - Chóśebuz-Žylowk,51.7687927,14.3666545,66
BJW,Jänschwalde - Janšojce,51.8661425,14.5002799,62
BGU,Guben,51.9590817,14.7067478,45
BWZ,Wellmitz,52.0647566,14.7148659,43
RAPP,Appenweier,48.5405296,7.9716036,146
BMHL,Berlin-Mahlsdorf,52.5118952,13.6107967,56
BGGS,Yorckstraße (Großgörschenstraße),52.4922745,13.3678588,41
NAD,Altdorf (b Nürnberg),49.3900779,11.3533455,437
NFO,Forchheim (Oberfr),49.7169143,11.0700855,265
BFSTT,S Friedrichstraße,52.520768,13.3866879,36
NNSR,Nürnberg-Sandreuth,49.4295975,11.0547594,311
NDTH,Nürnberg-Dutzendteich,49.4367907,11.1177,317
RBAM,Bammental,49.3593987,8.7835841,137
RRHM,Reilsheim,49.3534063,8.7785228,130
BBA,Baruth (Mark),52.058738,13.5116065,55
NBT,Buttenheim,49.7994726,11.0137366,255
NNOS,Nürnberg Ostring,49.4541269,11.1199255,316
NGLH,Nürnberg-Gleißhammer,49.4445831,11.1112602,315
HBAE,Barßel,53.1644736,7.7397019,5
NSCL,Schwabach-Limbach,49.3384144,11.0447573,338
WKBW,Kühlungsborn West,54.1465539,11.7281345,11
MGRS,Grafing Stadt,48.0473345,11.9628656,522
DWIO,Wittgensdorf ob Bf,50.8802512,12.84262,353
EBLSB,Blankenstein Burg,51.4089606,7.2301982,78
EHRH,Henrichshütte,51.4091049,7.1820907,71
FBLH,Bleichenbach,50.3202788,9.0515979,156
LGT,Güsten,51.7931795,11.6018062,76
ABLZ,Buchholz (Nordheide),53.3243628,9.8749387,68
LBB,Baalberge,51.7631304,11.7844645,70
DAU,Aue (Sachsen),50.5917247,12.6985894,348
BFO,Forst (Lausitz) / Baršć (Łužyca),51.7389354,14.637064,77
LSL,Sandersleben (Anh),51.6787025,11.5597909,130
AFT,Flintbek,54.2435897,10.0631319,16
ARF,Ratzeburg,53.6981841,10.7406807,38
FKWB,Külte-Wetterburg,51.3970343,9.0714917,195
NPG,Pölling,49.2884723,11.4130401,438
NOK,Ochenbruck,49.3627048,11.2539103,377
NMIM,Mimberg,49.3528725,11.2740187,387
NPOH,Postbauer-Heng,49.3085139,11.3588981,460
NOB,Oberferrieden,49.3314812,11.3334448,437
NSA,Sachsen (bei Ansbach),49.2930084,10.6615814,443
DSGS,Schmalzgrube,50.5310853,13.1305506,602
RSCS,Schopfheim Schlattholz,47.6533367,7.8324701,382
LLWP,Leipzig Wilhelm-Leuschner-Platz,51.3354384,12.3753366,119
LL T,Leipzig Hauptbahnhof (Tiefgleise),51.3454299,12.3801267,115
LPE,Peißen,51.5006292,12.0544187,98
LMAN,Markkleeberg Nord,51.2878739,12.3720751,117
LDS,Dessau Süd,51.8018793,12.2366493,64
NSS,Selb Stadt,50.1742348,12.1265728,568
DKRO,Kretscham-Rothensehma,50.4670571,12.9880534,786
DVR,Vierenstraße,50.466993,12.9678774,737
LJES,Jesewitz (bei Leipzig),51.4198798,12.5452687,130
LFB,Frohburg,51.069138,12.559291,179
BLH,Lauchhammer,51.4745905,13.7430024,97
LJZ,Jeßnitz (Anh),51.6826955,12.2774239,77
LGPN,Greppin,51.6453529,12.2980343,78
LMAR,Marke,51.739936,12.2574523,83
LSBR,Halle Steintorbrücke,51.4902833,11.9869053,114
LPOE,Pönitz (bei Leipzig),51.4084679,12.5143298,125
LDI,Dieskau,51.4505926,12.0510717,95
LLB,Leipzig Bayerischer Bahnhof,51.3295165,12.3815184,118
DKP,Kurort Kipsdorf,50.8059736,13.6765661,537
BSLO,Seelow (Mark),52.5381729,14.3944582,23
BKG,Klinge / Klinka,51.7435862,14.5183951,84
WGP,Groß Pankow,53.1227996,12.0470037,56
AGF,Gettorf,54.4098194,9.9788864,29
ASU,Suchsdorf,54.3492356,10.0909699,21
LMGH,Magdeburg Hasselbachplatz,52.1225223,11.625379,52
LDK,Demker,52.5174327,11.8542957,38
LMGE,Magdeburg-Eichenweiler,52.1663688,11.6580275,43
LMRH,Magdeburg-Rothensee,52.1865553,11.6479324,42
LBAS,Barleber See,52.2142092,11.6408772,45
LWLS,Wolmirstedt,52.2509602,11.6359623,45
LZIO,Zielitz Ort,52.2882836,11.6763093,51
LZI,Zielitz,52.2963811,11.6803076,48
NRT,Reuth (b Erbendorf),49.8400412,12.1184479,467
WWH,Wusterhausen (Dosse),52.8893975,12.45608,33
AAU,Aukrug,54.0824538,9.78553,16
ABRS,Brokstedt,53.9903222,9.8242286,11
RKA,Kandern,47.7137176,7.6568404,348
MGRZ,Gröbenzell,48.1953548,11.3732569,507
HLUN,Lunestedt,53.4392903,8.7340853,6
HOLB,Oldenbüttel,53.28437,8.8104883,26
HSUB,Stubben,53.4058787,8.7805331,7
HBKM,Klinikum Bremen-Nord/Beckedorf,53.1852638,8.5950449,15
HBV,Bremen-Vegesack,53.1698168,8.629978,5
HBAS,Bassum,52.8475476,8.7400508,44
HOTZ,Otze,52.4877191,10.017207,50
HRTN,Rethen (Leine),52.286059,9.8192846,62
WIM,Inselstadt Malchow,53.4820082,12.4239853,75
ROP,Oppenau,48.4721182,8.159595,271
BGO,Golßen (Niederlausitz),51.9739322,13.5748614,61
BWUE,Wünsdorf-Waldstadt,52.1655531,13.4680723,52
NCBD,Coburg-Beiersdorf,50.2865045,10.9307584,304
MA,Miquel-/Adickesallee,50.131535,8.6721951,122
WGWS,Greifswald Süd,54.0764589,13.3966292,7
RBRC,Bruchsal Stegwiesen,49.1364655,8.598155,114
FBBM,Biebesheim,49.7818406,8.4740161,90
HFRY,Friesoythe,53.0236225,7.8630997,8
MSBD,Seiboldsdorf,47.8568843,12.636808,589
LMKS,Markranstädt,51.3071458,12.2246934,125
UKO,Bad Kösen,51.130808,11.7182716,119
AHAF,Haffkrug,54.0550268,10.7437277,9
ASID,Sierksdorf,54.068388,10.7685032,28
ATIM,Timmendorfer Strand,53.9943951,10.7622993,25
ASAZ,Scharbeutz,54.0187775,10.7457554,17
MGMF,Finsterwald,47.753806,11.7276612,768
Ton,Tonhalle/Ehrenhof,51.2316524,6.7738592,43
DNKO,Neukirch (Lausitz) Ost,51.0908267,14.3221233,337
HBTB,Brochterbeck,52.2295557,7.7540893,90
WMF,Milmersdorf,53.0992488,13.6371237,63
Sts,Steinstraße/Königsallee,51.2229951,6.7809945,41
Ken,Kennedydamm,51.2434703,6.7719783,47
Kvs,ERGO-Platz/Klever Straße,51.2390465,6.7750943,45
DKW,Chemnitz Küchwald,50.8551932,12.9121016,302
Hot,Hoterheide,51.2754352,6.6273988,41
Ggh,Meerbusch-Görgesheide,51.2815062,6.6161855,39
Gnd,Grundend,51.2999121,6.6018172,39
BWR,Werbig,52.5648807,14.4050384,9
FNIE,Niederdorfelden,50.1932594,8.8094674,116
NN,Niendorf Nord,53.6408535,9.9501122,18
NRCK,Rieneck,50.0911661,9.6646418,171
NOBS,Obersinn,50.208679,9.6179816,218
FSUE,Schlüchtern,50.3413274,9.5099786,271
NJS,Jossa,50.2328011,9.6038261,242
TSM,Stuttgart-Münster,48.8207118,9.2161743,252
TSEB,Stuttgart-Ebitzweg,48.8037427,9.2318241,237
Bik,Bilk S,51.2087083,6.7770128,35
Bes,Benrather Straße,51.2226918,6.7755597,43
Sco,Schadowstraße,51.2265999,6.7833897,45
FAF,Arfurt (Lahn),50.4065436,8.2106998,126
RGRZ,Grenzach,47.550923,7.6597024,263
WSCM,Schmollensee,53.9834892,14.0762543,5
NHER,Heroldsberg,49.5286195,11.149904,356
WDO,Bad Doberan,54.0999775,11.9049749,20
THUB,Hulb,48.6792228,8.982399,431
TPHM,Pforzheim Maihälden,48.8933799,8.6782873,288
TPBS,Brötzingen Sandweg,48.8859165,8.6626272,284
TPBW,Brötzingen Wohnlichstraße,48.8820194,8.6538912,295
TWBN,Bad Wildbad Nord,48.7638569,8.5549507,427
TCAS,Calmbach Süd,48.7733862,8.5664237,423
TCA,Calmbach,48.7766881,8.5714536,441
THOE,Höfen (Enz),48.7988242,8.5812747,380
THON,Höfen Nord,48.8078344,8.5818209,385
TNEE,Neuenbürg (Württ.) Eyachbrücke,48.8172354,8.5779048,384
TRY,Rotenbach (Enz),48.8301792,8.5788663,369
TNEB,Neuenbürg (Württ.) Freibad,48.8369523,8.5904817,364
TNES,Neuenbürg Süd,48.8445744,8.5989195,328
TNE,Neuenbürg (Württ),48.8491534,8.6009486,341
TBIR,Birkenfeld (Württ),48.8737296,8.645259,289
HIHG,Isernhagen,52.4861204,9.8042233,49
BHWN,Hoyerswerda-Neustadt / Wojerecy-Nowe město,51.4290336,14.2676904,117
BKOD,Kodersdorf,51.2597337,14.9161344,185
RBRK,Birkenau,49.5610428,8.7083419,145
TNAI,Nagold-Iselshausen,48.5315895,8.7259836,446
TNAS,Nagold Steinberg,48.5419107,8.7327576,430
TNA M,Nagold Stadtmitte,48.5514246,8.7284476,420
TBT,Bad Teinach-Neubulach,48.6784597,8.7271629,347
THI,Hirsau,48.7340534,8.7368358,339
TMON,Monbach-Neuhausen,48.7992171,8.7282462,348
TPW,Pforzheim Weißenstein,48.8651887,8.6763875,332
FGRG,Grünberg (Oberhessen),50.5967546,8.9601479,274
RKES,Kleinkems,47.6863658,7.5246289,245
TOFS,Offenhausen,48.3996478,9.369942,671
TGOM,Gomadingen,48.3991425,9.3920445,658
TMBM,Marbach,48.3837529,9.4222144,658
DNK,Neukirchen-Klaffenbach,50.7710263,12.8935766,333
TMGK,Mägerkingen,48.2877923,9.2224089,681
LTL,Thale Hauptbahnhof,51.7459162,11.0308045,175
TGME,Gammertingen Europastraße,48.2421677,9.2102894,706
FGOE,Göbelnrod,50.597647,8.9212287,253
MHMK,Heimenkirch,47.6289279,9.9020201,662
MRTA,Röthenbach (Allgäu),47.6204584,9.9533256,706
MOSF,Oberstaufen,47.5538097,10.025503,793
MHGZ,Hergatz,47.6467993,9.8272628,557
NNIL,Naila,50.3296187,11.7121366,507
THIL,Hechingen Landesbahn,48.3589269,8.9681845,489
NNKS,Neunkirchen a Sand,49.520396,11.3224831,335
NRON,Rollhofen,49.5438446,11.3356324,348
NSMA,Schnaittach Markt,49.5569899,11.3444892,349
NNO,Nürnberg Ost,49.4639466,11.1212219,311
NBWI,Bad Windsheim,49.5066281,10.413033,318
NROT,Rothenburg ob der Tauber,49.3767029,10.1906573,427
TSBD,Schwieberdingen,48.8704624,9.0714988,261
DSCK,Schöneck (Vogtl),50.3958948,12.3433079,762
HSPP,Schöppenstedt,52.1407254,10.7717592,103
HDEM,Dettum,52.1569188,10.6603773,84
LMCH,Mücheln (Geiseltal),51.3074531,11.8046138,140
LVG,Vinzelberg,52.5691497,11.6719988,52
LJV,Jävenitz,52.5195417,11.4925118,59
NRO,Roth,49.2411608,11.0825733,341
HGT,Gittelde/Bad Grund(Harz),51.7874172,10.2030144,210
RORW,Orschweier,48.2741835,7.7902848,162
LLAG,Langenstein,51.8604786,10.9794782,164
LHBS,Halberstadt-Spiegelsberge,51.8825567,11.0485637,129
LBK,Blankenburg (Harz),51.7959504,10.9612272,199
DRDFH,Hohndorf Mitte,50.7430308,12.6756607,363
DWU,Wülknitz,51.3689798,13.3891537,95
DOU,Ostrau,51.200555,13.1665359,155
DSTC,Zschaitz,51.1687945,13.1567181,180
NCA,Cadolzburg,49.4606224,10.8632721,365
HGBW,Großburgwedel,52.5068523,9.8586083,49
NLDF,Laubendorf,49.4943232,10.752392,324
MOGB,Obergriesbach,48.4220579,11.0799137,461
TG,Geislingen (Steige),48.6193615,9.8417977,467
MFOL,Feldolling,47.895339,11.8521268,544
HBKD,Beckedorf,52.8143872,10.055041,57
BNG,Neuenhagen,52.5208191,13.6999841,52
BKLD,Klandorf,52.8779878,13.5559383,50
DZ,Zittau,50.9044586,14.8057402,265
LBA,Brandenburg-Altstadt,52.4120878,12.530151,31
EEL,Emmerich-Elten,51.8743916,6.1541228,16
LKB,Königsborn,52.1340494,11.75629,47
UWCH,Wurzbach (Thür),50.4662318,11.5432285,526
UNMO,Naumburg (Saale) Ost,51.1553401,11.8237954,128
ABOS,Boostedt,54.01791,10.0162093,25
FBEI,Beienheim,50.3588727,8.820793,144
FDS,Darmstadt Süd,49.8547388,8.6368605,131
FHUG,Hungen,50.4781755,8.8925086,145
MATS,Altstädten (Allgäu),47.488557,10.2809749,746
MBWH,Bad Wörishofen,48.0059467,10.5978906,626
FAS,Assenheim (Oberhess),50.3049767,8.8124889,142
FBK,Bruchköbel,50.1861143,8.9195332,129
NBHM,Bergtheim,49.8989956,10.0765426,275
MDRD,Dietmannsried,47.8128497,10.2905785,691
AGRO,Großenbrode,54.3662357,11.0806426,0
MGKF,Gündlkofen,48.526151,12.0336033,402
FHHN,Rodgau-Hainhausen,50.0388356,8.8758299,126
FHN,Hanau Nord,50.1418279,8.9257371,107
AY,Husby,54.764286,9.5757182,49
LBGS,Bernburg-Strenzfeld,51.8198464,11.7175023,85
MKAI,Kainzenbad,47.483026,11.1162503,729
LAF,Arensdorf,51.7094373,12.0075309,86
LBF,Biendorf,51.7569348,11.8561082,68
DBM,Bad Brambach,50.2175946,12.3114695,571
TUCW,Bad Urach Wasserfall,48.4992661,9.3763295,438
HGDN,Groß Düngen,52.097722,10.0200744,82
AKRH,Kronshagen,54.331071,10.0831975,24
ALS,Lensahn,54.2193087,10.8903506,15
NSLI,Seligenstadt (b Würzburg),49.8543971,10.1024658,284
AUP,Uphusum,54.8388134,8.8632444,4
TWW,Wangen(Allgäu),47.6891753,9.8305857,573
NSNI,Schnitzmühle,49.0694216,12.9148988,410
LZS,Zschortau,51.4831986,12.3615128,106
LSBF,Schönebeck-Felgeleben,52.0007082,11.7571159,50
LWU,Wulfen (Anhalt),51.8189338,11.9218948,65
LWG,Weißandt-Gölzau,51.6702621,12.0285541,88
UWWE,Weißenfels West,51.1945003,11.9438848,132
WWSN,Weisen,53.0254986,11.7876078,23
WWL,Walsleben,52.946684,12.6798809,45
LT,Theißen,51.0905964,12.1075264,176
LWH,Wahlitz,52.1091138,11.7891522,55
LVA,Vahldorf,52.2524277,11.4999488,56
LTMW,Tangermünde West,52.5475965,11.9605078,40
USI,Silberhausen,51.3192247,10.342531,370
NOS,Osterhofen (Niederbay),48.6956198,13.018446,314
WSCT,Schwedt (Oder) Mitte,53.0684124,14.2715422,6
NOBE,Ottenhofen-Bergel,49.4558366,10.3561022,335
LSAD,Sachsendorf (bei Calbe),51.8703547,11.8652545,52
NRU,Rehau,50.2505567,12.0324061,529
NPOP,Poppenhausen,50.1005563,10.138802,267
ARY,Rieseby,54.5416843,9.8206307,27
NPD,Pfreimd,49.4858481,12.1674711,373
ALKR,Lübeck-Kücknitz,53.9249195,10.819206,17
NOBW,Oberwerrn,50.0707662,10.1535641,253
NSOE,Schönwald,50.1990838,12.0965454,610
ASC,Schülldorf,54.2987391,9.7472978,13
NSDO,Schwarzenfeld (Oberpf),49.3927459,12.1306463,368
ANBS,Süderlügum,54.8710084,8.8893074,10
NWRB,Wernberg,49.5388366,12.1464094,382
TSX,Schemmerberg,48.1894278,9.8291144,510
LGND,Gnadau,51.9796466,11.7810931,50
LDB,Deuben (b Zeitz),51.1106035,12.0686855,198
DSRB,Plauen (Vogtl)-Straßberg,50.4801119,12.0921466,369
WGKW,Groß Kiesow,54.0134528,13.4810975,33
LIB,Ilberstedt,51.8065426,11.6476201,69
LMGB,Merseburg Bergmannsring,51.3372551,11.9895217,103
WMK,Dorf Mecklenburg,53.8431495,11.4711023,28
LLUC,Luckenau,51.094455,12.0775795,184
LFZ,Frenz,51.7491449,11.8992729,78
LFL,Fleetmark,52.7909788,11.3782156,34
WFDF,Ferdinandshof,53.659501,13.8824007,8
LEF,Eickendorf,51.9467722,11.6768734,79
LEGD,Eggersdorf,51.9750843,11.6960244,64
WDOW,Dossow (Prignitz),53.120621,12.5218365,61
NLW,Luhe-Wildenau,49.5986234,12.1269418,388
NLU,Luhe,49.5797562,12.1398738,386
MMSZ,Martinszell (Allgäu),47.6293995,10.2738677,741
MMZG,Marzling,48.410358,11.8000284,439
MMOS,Marktoberdorf Schule,47.7740917,10.6098425,731
AME,Melsdorf,54.3128119,10.030649,20
MMB,Moosburg,48.470011,11.9304961,415
RMOE,Mörlenbach,49.5970504,8.7308411,161
LDAL,Dessau-Alten,51.8255084,12.1932679,58
DAMH,Amtshainersdorf,50.9661964,14.2322416,269
WRK,Rostock-Kassebohm,54.0795263,12.1633726,4
NNW,Neustadt (Waldnaab),49.7260033,12.1683857,409
LMUA,Mühlanger,51.8556717,12.7481827,74
WMOI,Moidentin,53.8062285,11.4819527,37
WNL,Nechlin,53.4419073,13.9033189,16
WNED,Netzeband,52.9955695,12.6280407,55
AMLN,Mölln (Lauenburg),53.6243339,10.6830836,15
MSED,Senden,48.323895,10.0503109,488
FUCH,Rödermark-Urberach,49.9749314,8.7985468,151
WRV,Rövershagen,54.1754054,12.2471922,14
LN,Neundorf (Anh),51.824893,11.5937217,70
BP,Plessa,51.4708042,13.616668,107
AEF,Einfeld,54.1301433,9.9986932,32
ABRD,Bordesholm,54.1743305,10.0437221,33
SMBT,Moosbachtal,49.165883,7.7550817,210
FOUS,Stierstadt,50.1852121,8.5847694,166
AEU,Eutin,54.1356688,10.6099686,36
APLN,Plön,54.1596338,10.4225787,28
NOER,Oerlenbach,50.143342,10.1307923,308
DCKI,Chemnitz Kinderwaldstätte,50.8842077,12.95361,339
MALH,Aletshausen,48.2013525,10.3835995,524
NADW,Altdorf West,49.3911496,11.3414869,421
NALW,Altenstadt (Waldnaab),49.7155758,12.1648438,409
TAUF,Aufhausen (Württemberg),48.8561312,10.3171894,502
TFH,Friedrichshafen Hafen,47.6514767,9.4824025,403
HBMN,Borkum (Nordseebad),53.5873995,6.6629498,8
HLAW,Laarwald,52.6248853,6.7578504,13
MBIH,Biessenhofen,47.8298916,10.6403822,699
BSIS,Caputh-Schwielowsee,52.3410104,12.9804871,36
DBE,Brand-Erbisdorf,50.8686758,13.3258592,481
HMS,Munster (Örtze),52.9932616,10.0963175,79
AHTB,Hüttenbusch,53.273487,8.9622678,6
HETRN,Eystrup NE,52.7835271,9.2303985,21
HSDK,Soltendieck,52.8742571,10.7612613,71
HDLE,Döhle,53.1628334,10.0440031,66
HVIS,Visselhövede,52.9801382,9.566415,67
HBBU,Bodenburg,52.0329306,10.0039486,116
HBSA,Bad Salzdetfurth,52.0625414,10.0054553,110
HBSK,"Bad Salzdetfurth, Solebad",52.070004,10.0183672,97
HLTB,Lütetsburg,53.607122,7.264346,3
HSL,Salzgitter-Lebenstedt,52.151171,10.3326604,90
HHGE,Hage (Ostfriesl),53.608419,7.2866164,1
HWST,Westerende,53.6278155,7.3645118,-2
HJDW,Jakob-van-Dyken-Weg,53.5793714,6.6823266,5
ABDS,Hamburg-Bergedorf Süd,53.4830962,10.2127358,3
ABSK,Bad Bramstedt Kurhaus,53.9032458,9.8904419,14
AKTKH,Holstentherme,53.8400377,9.9458764,27
ABGS,Beringstedt,54.113637,9.5376133,23
ANT,Neustadt (Holstein),54.1038519,10.8079115,3
HMHZ,Münchehof (Harz),51.8490449,10.1887276,223
LGDG,Zwenkau-Großdalzig,51.2082456,12.2711269,125
LLK,Leipzig-Knauthain,51.2781197,12.3090539,118
DZWO,Zwota,50.3526309,12.4277902,602
DKN,Klingenthal,50.3572558,12.4626642,564
DZWZ,Zwota-Zechenbach,50.3511227,12.4000293,626
SHN,Hanweiler - Bad Rilchingen,49.1187179,7.0499919,201
WSC,Schwedt (Oder),53.0628739,14.2907274,6
HVFL,Varrelbusch Flugplatz,52.9056578,8.0320806,37
MRAI,Rosenheim Aicherpark,47.8515065,12.0884144,453
FHMD,Hann. Münden,51.4125453,9.658345,137
NHR,Hersbruck (rechts der Pegnitz),49.5100865,11.4235994,352
NNE,Neuenmarkt-Wirsberg,50.0936924,11.5803209,346
BH,Bommersheim,50.1931868,8.5939631,175
DMW,Mittweida,50.9872313,12.9598711,295
FFGG,Frankfurt-Gateway Gardens,50.0566101,8.5947498,120
MGRN,Grainau,47.471821,11.0237777,769
LPZS,Premnitz Zentrum,52.5291149,12.3433045,29
EKIE,Kierspe,51.1305387,7.6163068,361
LBGR,Bernburg-Roschwitz,51.7813426,11.7593,75
LZBR,Zöberitz,51.5044115,12.0331495,101
LSTF,Stumsdorf,51.6162117,12.0666276,90
LNM,Niemberg,51.5510664,12.0991787,95
FSTR,Stockstadt,49.8093685,8.4724009,92
LLMS,Leipzig Mockauer Straße,51.3738161,12.4128041,115
EREKK,Reken-Klein Reken,51.7871331,7.0353201,74
WKYA,Kyritz Am Bürgerpark,52.9492459,12.3899066,46
BSKV,Südkreuz (Nord-Süd),52.476214,13.3651375,42
HEBA,Einbeck Otto-Hahn-Straße,51.8145692,9.8924392,113
NSF,Seubersdorf,49.1677754,11.6276742,508
FMZ,Mainz Hauptbahnhof,50.001113,8.258723,93
NPLF,Pleinfeld,49.1062188,10.9771933,397
ANSW,Neumünster Stadtwald,54.0834137,9.9628813,31
ANM,Neumünster Süd,54.0597982,9.9830419,19
AN,Neumünster,54.0761041,9.9799657,23
MIA,Ingolstadt Audi,48.7904469,11.4080912,377
UNHR,Neuhaus am Rennweg,50.5066278,11.1368105,830
UORO,Oberrohn,50.849781,10.2141364,268
HTHD,Tonnenheide,52.4247373,8.6663294,44
TDSA,Dornstetten-Aach,48.4733344,8.4825579,628
KRO,Nörvenich-Rommelsheim,50.7824494,6.54746,140
NWEO,Weißenohe,49.6290787,11.2492549,355
RFLW,Freiburg-Landwasser,48.0282063,7.8116555,230
RSTS,Staufen Süd,47.8784474,7.7277579,286
THAM,Haubersbronn Mitte,48.8311787,9.5491764,259
TMIC,Michelau,48.8617963,9.535536,268
TRU,Rudersberg,48.8820643,9.5306691,279
TSLB,Schlechtbach,48.8723521,9.5263475,270
TRUN,Rudersberg Nord,48.8874672,9.533926,280
THAU,Haubersbronn,48.8242517,9.5500964,257
WGOE,Götschendorf,53.0866525,13.6662451,66
TOR,Ostrach,47.9465042,9.3790023,620
THKS,Hoßkirch-Königseggsee,47.9337303,9.4375045,630
TFFL,Friedrichshafen Flughafen,47.6722836,9.5238585,416
MFWG,Feuchtwangen,49.1687984,10.3238886,447
MDKB,Dinkelsbühl,49.068539,10.3291239,440
MMOF,Marktoffingen,48.9265493,10.4742691,440
TKN,Kressbronn,47.5941646,9.5989327,406
TLR,Langenargen,47.5994109,9.5448728,402
TKOS,Kohlstetten,48.400772,9.332539,679
TSFH,Schorndorf-Hammerschlag,48.8076023,9.5346811,250
TBSC,Bad Schussenried,47.993799,9.6684394,557
TEK,Eriskirch,47.6282327,9.5268497,398
TUDT,Ulm-Donautal,48.3663925,9.9404233,480
TER,Erbach,48.3256089,9.8947656,480
TETN,Eutingen Nord,48.4847251,8.7536373,491
RAG,Aglasterhausen,49.3499629,8.990778,201
RZES,Zeutern Sportplatz,49.1779504,8.6707885,123
RZEO,Zeutern Ost,49.178984,8.7030139,141
RODW,Odenheim West,49.1822158,8.7366146,148
TTA,Tannheim (Württemberg),47.9948867,10.0967976,584
TWSN,Weißenau,47.7658979,9.5943538,421
RVLZ,VS-Zollhaus,48.0410665,8.505958,717
RDOF,Donaueschingen Aufen,47.9634354,8.4757791,681
RGA,Geisingen-Aulfingen,47.8865405,8.6619184,683
RLU,Ludwigshafen (Bodensee),47.8155974,9.0532809,397
RSIN,Sipplingen,47.7955309,9.0957288,401
RUEB,Überlingen Therme,47.7691929,9.145282,414
RUEN,Überlingen-Nußdorf,47.7551024,9.1877943,409
RUDM,Uhldingen-Mühlhofen,47.7368904,9.2483579,417
RBAH,Bermatingen-Ahausen,47.7303631,9.3451166,435
RMAD,Markdorf (Baden),47.7165341,9.3891324,433
TKLU,Friedrichshafen-Kluftern,47.688082,9.4095761,422
TFR,Frommern,48.2439056,8.872618,564
TBGS,Balingen Süd,48.2687039,8.8463303,527
TNEH,Nehren,48.4239833,9.06693,433
TLOE,Löwental,47.6613782,9.4992179,402
MLIA,Lindau-Aeschach,47.5594397,9.6847015,403
TFOS,Friedrichshafen Ost,47.6514117,9.5020865,400
TDTUF,Dettingen Erms Freibad,48.5231333,9.3513199,408
MVBG,Vehlberg,49.2349815,10.3257589,460
MDOG,Dorfgütingen,49.2100732,10.3160764,452
MBUN,Bühlingen,48.9536707,10.4740316,441
SMON,Monzingen,49.7938799,7.5877222,157
DZNH,Zeithain,51.3300797,13.3444399,100
LGWU,Großwudicke,52.590478,12.2311179,33
BV,Vetschau / Wětošow,51.7897952,14.0808872,63
BTN,Trebbin,52.2170534,13.2299083,42
BRAD,Raddusch / Raduš,51.8158965,14.0323732,60
TRUO,Rudersberg-Oberndorf,48.8913546,9.5427029,290
WKA,Karow (Meckl),53.5403189,12.2721715,75
LLWS,Leuna Werke Süd,51.3061024,12.0067948,105
DHND,Hainewalde,50.9064062,14.7043574,311
NMST,Mühlstetten,49.1515295,11.0079514,379
WGAL,Gallin,53.5166373,12.1289853,61
WLZ,Lübz,53.4668912,12.0255649,57
WBT,Biesenthal,52.7555373,13.6747519,62
MBRU,Brunnen,48.6293165,11.2983326,388
RHAM,Halbmeil,48.290712,8.2704211,290
RBCH,Birach,48.3495515,8.0804705,231
RUH,Unterharmersbach,48.3542065,8.090166,241
RKBG,Kirnbach-Grün,48.3619268,8.105818,266
ROHD,Oberharmersbach Dorf,48.3731484,8.1243092,294
LGOR,Görden,52.4278403,12.5039522,32
ROHR,Oberharmersbach-Riersbach,48.3807073,8.1403273,314
RBPL,Bad Peterstal,48.4287556,8.2019557,411
LLVD,Leipzig Völkerschlachtdenkmal,51.3186758,12.4061895,135
RBGR,Bad Griesbach,48.4486497,8.2307178,471
RLOE,Löcherberg,48.4351326,8.1721672,336
RIB,Ibach,48.4552385,8.162701,294
RRBI,Ramsbach Birkhof,48.4883749,8.1455583,247
RRBH,Ramsbach-Höfle,48.4948039,8.1396769,237
RHAR,Hubacker,48.5070879,8.1359292,227
ROBK,Koehlersiedlung,48.5247943,8.0899337,197
RLBA,Lautenbach (Baden),48.5194479,8.1161633,215
RZHN,Zusenhofen,48.5447937,8.0183546,161
TWLH,Weilheim,48.024999,8.775972,679
TSPM,Spaichingen Mitte,48.0785014,8.7305642,648
RWO,Wolfach,48.2948374,8.2218095,264
TMAR,Marstetten-Aitrach,47.9436201,10.0802055,603
TOBZ,Oberzell,47.751677,9.5744951,424
USCS,Schönstedt,51.1209053,10.5853674,188
UEX,Elxleben,51.0432302,10.9466666,164
UGTA,Gräfentonna,51.0896722,10.7335935,185
UND,Neudietendorf,50.9138874,10.9097617,248
NNRO,Nürnberg Nordost,49.4739461,11.1061739,323
NKAL,Kalchreuth,49.5585186,11.1400273,411
NFH,Forth,49.591932,11.2216893,323
NGFG,Gräfenberg,49.6414197,11.2502737,390
HB,Bremen Hauptbahnhof,53.0832972,8.8137576,12
WRZ,Rüdnitz,52.7172036,13.6359205,66
MGPH,Garmisch-Partenkirchen Hausberg,47.4832842,11.0919701,719
MOA,Oberammergau,47.5999017,11.056387,834
MUAG,Unterammergau,47.6172496,11.030423,829
MALT,Altenau (Bay),47.6482732,11.017461,836
MSGB,Saulgrub,47.6661437,11.0258963,858
MBKK,Bad Kohlgrub Kurhaus,47.6702742,11.0390741,852
MGRA,Grafenaschau,47.6670417,11.1377699,698
MSEB,Seeleiten-Berggeist,47.6711751,11.1660175,688
MUO,Murnau Ort,47.6786845,11.1957917,688
TKS,Königsbronn,48.7394067,10.1162752,501
THDS,Heidenheim-Schnaitheim,48.7082804,10.1587716,497
RB,Riedberg,50.1796692,8.6353987,145
MWDS,Wendelstein,47.7026973,12.0132916,1814
